#taxonomy	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample14	sample15
k__Bacteria;NA;NA;NA;NA;NA;NA	1.73239988879029	1.44433886699453	2.96940209709534	1.27069070903055	1.30252673349003	0.801082283176774	2.23489512866175	1.11153327414499	1.23375115972315	2.419188586078	1.11603144453317	0.703760074111046	1.49486861249701	0.991135100951542
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	2.07034379602296	1.92446550387171	1.31484374938077	3.29606502944011	2.66350328662564	1.89969457184488	2.86226077984453	3.45393986132571	3.35900223743428	3.32561954903587	2.71273033118984	2.55614416515554	3.85290316175046	2.76420243716744
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	0.102127889453347	-0.301958228156772	-1.66530112597453	1.3219840034181	0.38623600161588	-1.08423358207592	0.619226666477014	1.04699475300742	1.53913280927433	1.29380605634529	0.460155658770459	0.82154310976743	1.66072273130092	0.543110378424581
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-2.52029642993898	-3.00683035354805	-1.94814494826329	-1.35140802843774	-2.63680913928867	-1.11114374710329	-3.31425505840651	-1.99274372823356	-1.40530616989211	-2.06192895124011	-2.92620149136829	-2.27669683713879	-1.72178251734908	-2.14495241702897
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	0.558886291949062	0.486499132207498	-0.8446404999726	2.1548931263532	1.28813799603794	1.08876435562855	1.73334314168109	2.29975772150279	2.32639328140475	2.09695413211956	1.44706395785857	1.74521394893921	2.66854292013949	1.67029603953675
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	2.03288623348806	1.88034069896277	0.889960555415507	2.96098071809374	2.60699107636229	1.7819115361885	2.89969395421744	3.57272339731567	3.52556415573528	3.33924580074763	2.76517680656239	2.85358241255268	3.9741917748593	2.81478793395555
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	3.51205895108426	3.14697055632657	2.64171469002986	4.11926533824825	3.64844495119045	2.61119089107303	3.55042041889343	3.41411836713904	4.03711154062968	3.82046450081351	2.45701060944102	3.82281556369704	4.34792825292515	3.62621628218716
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	2.16832420438316	2.05889577296125	1.35258407736362	3.97169862750735	2.78737276833842	2.21477561848478	3.17693835663832	3.5235331531249	3.51467475593601	3.59056022902854	2.78445451198829	3.55639150402436	3.76738475087219	3.03163366868277
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-2.59483238941341	-2.68581090979655	-1.69089360023832	-1.45192775474293	-2.48072547853355	-1.1696990832557	-3.20896316370476	-2.17522414370067	-2.6589693873322	-2.8845007884889	-3.20977029628576	-2.1035185286483	-2.66624412618994	-2.4659775180769
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	0.453525776291236	0.391188952403173	0.621696568820827	1.15946507392033	-0.00152952939288373	0.213295618274655	0.665036202508309	0.130704021133264	0.674135371787724	0.809750673643901	0.484253210349519	0.416078001659266	1.10157853026412	1.4149493477279
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.846568364400843	-0.119636671362818	0.136188753039126	0.72414700266248	0.455228873102831	0.395617175068609	0.723023460158658	0.2107467288068	0.642386673473144	-0.0250470239790715	0.0424204580704801	0.703760074111046	0.97134203353645	0.739820672670636
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	0.248731363645222	-0.176795085202766	-0.556958427520819	0.272161878919422	-0.237918307457114	-0.7029951135995	0.619226666477014	0.130704021133264	0.791918407444107	0.36581928470794	0.59673119377621	0.416078001659266	0.744431999426763	1.01853407513966
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.795275070013292	-0.176795085202766	0.621696568820827	1.21662348776027	0.272907316308877	-0.297530005491336	1.06551376910543	0.941634237349593	1.05854707069806	0.84679194532425	0.735567638630425	1.08105430525251	1.16239727029916	1.4149493477279
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-2.40390442463617	-2.69840810618549	-1.66211842254868	-1.24337597014454	-2.94783275942184	-1.11863900909974	-3.30528221563551	-2.23378335893026	-2.8814914367989	-3.11863247329747	-2.89421880792217	-2.32561833533531	0.263043047955902	-2.36868964816592
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-0.89640094065778	-0.930566887579146	-0.333814876206609	-0.980601089575946	-1.00005835950401	-1.12029703447144	-0.900599087267399	-1.66105544809479	-1.1821626185779	-0.857956146914176	-0.61435907831859	-0.682534287008844	0.300500610490803	0.498658615853748
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.918889025980469	0.545339632230431	0.695804540974549	0.405693271543945	-0.173379786319543	-0.00984793303955509	0.198013201400711	-0.967908267534846	-0.0190118087722214	0.689606361801837	0.697827310647578	0.470145222929541	1.39173279186129	0.933976687111593
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-2.14916390915315	-1.91139614059087	-1.61672238803239	-0.575135981467781	-1.84735621989121	-1.09707677518993	-1.14176114408429	-2.12778640106924	-1.69298824234389	-2.06192895124011	-2.15480411926574	-1.78114657567695	-1.1781670707601	-0.800624368276513
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	1.53971554496079	1.42080836958433	1.23480104170724	-0.575135981467781	1.53136830591888	0.801082283176774	1.83098161124501	1.14230493281174	1.05854707069806	1.51228759455369	1.38131258029579	0.416078001659266	0.0225747129843866	1.64172266709269
