#taxonomy	sample1	sample2	sample3	sample5	sample6	sample7
k__Bacteria;NA;NA;NA;NA;NA;NA	1.35756367314544	1.57833909011016	1.9489126750159	1.49059853418351	1.61044679396916	2.25911258854652
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	3.06142876311898	2.13871045042758	2.43515282330927	1.51143262108635	2.48899719786047	2.56594709321306
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-3.00243806190942	-3.41541357401902	-1.8941174589253	-2.90703289106601	-2.93815304053054	-3.16983227512828
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.37427673407834	-3.75564344214022	-3.39819485570157	-2.92423092251611	-3.21200704840599	-3.44455584466326
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-2.17855302641609	-3.47650327937496	-3.91025257624757	-2.61766367168258	-3.13376548877165	-3.35726823830979
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-2.74436329129988	-3.26122876834257	-2.99272974759341	-2.89044172208973	-2.53268793242238	-2.93938444271931
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	5.75822625442744	4.94618211573272	5.29981876638236	4.28723781441697	5.35289209055119	5.53050747557892
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	0.219342246382282	-1.58396638326965	-1.0002995829032	-1.45384044498293	-0.495806005161335	-1.55309008159942
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-1.33125516602889	-1.71749777589417	-0.795505170257186	-1.27151888818898	-1.14639357130248	-2.93938444271931
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-2.99544917213633	-3.34845590808171	-3.80795476508678	-2.75984425325041	-2.53268793242238	-3.33535603360247
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-2.99645732226239	-3.41578257943813	-3.74996844564195	-2.76925354966823	-3.33929134479555	-3.35533524922231
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-2.96215170450407	-3.37922701786296	-3.81889998265107	-2.79932844875417	-3.3228061370981	-3.33324482901196
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-2.9882232479018	-3.38686560182744	-3.8093545142765	-2.88414243285818	-3.21659536376899	-3.35070582909849
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-2.89446282346786	-3.52481590950945	-3.8643331053161	-3.1642267375136	-3.395472020673	-3.44375045960991
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	1.20017149939401	0.165233471539609	0.462534855339025	-0.29068963517725	1.28868070473764	1.38474821353567
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	2.24828762404759	1.26384576020772	1.53627907742912	1.06385602762806	2.3035939745291	2.38849172607027
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	0.711818731480076	0.000153721180160691	0.0675410470981563	0.155597467451169	1.17272082364277	1.52652367593528
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	1.25543417806906	1.57303403788046	2.0740758179699	0.962073333318118	1.6819057579513	0.878327883237598
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.73338175418599	5.93117391868323	6.15406716356399	5.54192571132192	6.14526263787198	5.47322570850449
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.04032279845211	0.802500193705098	1.42611086020319	0.848744648011115	1.53348575283303	0.526351460080419
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	8.3095123444727	8.53819976749653	8.91883312525326	8.25742065887371	8.79254558096389	8.03694449641603
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.48540584585614	-1.17850127516149	-0.759137526086312	-1.45384044498293	-1.23340494829211	-2.02309371084515
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	1.79800850014963	1.64485977245172	2.30391956185393	1.65522051387806	2.11490296944967	1.57147506379754
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	2.79818071600449	2.75658700319766	3.25337701788816	2.90542920256833	3.16328635978601	2.67738665494726
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	1.12955393218005	1.33380434881463	1.77795487687226	1.22718108373136	1.67696747631072	1.25027029930712
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-3.35048323970581	-3.24474683687954	-3.78402072073915	-2.94575749339125	-3.54915987166737	-3.3887098903356
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	0.124032066577957	0.414129518956234	0.857417854116653	-0.0675460838630405	0.64536589792557	0.196109773209843
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.07994073774798	-0.137047400333324	-0.0840088510290447	-1.27151888818898	-0.264004391104011	-0.799318279223036
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	3.39991814616294	3.74814836286168	3.77844186626863	2.97935447626535	3.79047557255416	2.93694979713504
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-0.186122861725882	0.143254564820834	0.462534855339025	-0.983836815737196	0.0322614250391613	-0.993474293663994
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-2.80972963298772	-1.46618334761327	-0.69014465459936	-2.37013117685709	-1.23340494829211	-2.02309371084515
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-2.97525657750258	-3.41397076427863	-3.39819485570157	-2.76985772566242	-2.93815304053054	-3.30432403281497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	2.43326170229067	2.51245934515628	2.99372225769103	2.36606727153741	2.86698192838595	2.09105347867313
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	2.96505795037097	3.10047698361295	2.94216444802618	2.63381512908837	3.11393612839388	2.69540516044994
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	5.03913493395265	4.98849096931904	5.0381136069742	4.16220311536526	5.07502461904826	4.07812170022195
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-0.141671099155049	-0.26221054328733	-0.480424123617291	-1.27151888818898	-0.540257767732169	-0.993474293663994
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-3.00903561582555	-3.37144291081459	-2.70504767514162	-2.82625311296849	-2.93815304053054	-3.3588452535834
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	0.711818731480076	1.02793995727966	1.20196278846298	-0.0187559196936085	1.10489822730401	0.572160996111714
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-1.89087095396431	-1.36082283195544	-0.872466211393315	-0.578371707629031	-1.14639357130248	-1.32994653028521
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-3.0246760666268	-2.05397001251539	-3.7251503262306	-2.78962651423227	-2.93815304053054	-3.3310079497607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-0.792258665296198	-0.48535409460154	0.303107118410923	-0.866053780080812	0.0322614250391613	-0.799318279223036
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	4.15945195015003	4.31900842187825	4.76389358694545	4.07954904374459	4.67665232418053	3.91918059207206
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	0.985514561957117	0.890468966651055	1.34237996729272	1.21338776159902	1.56719681017534	1.04959960384497
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	-2.58401813452425	-1.71749777589417	-1.69344676346314	-1.67698399629714	-2.24500585997059	-2.24623726215936
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	-2.58401813452425	-1.46618334761327	-2.01190049458168	-2.76994020282577	-2.02186230865638	-2.24623726215936
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	1.47642487602217	1.92384073345076	2.07197276777313	0.962073333318118	1.91777586380473	0.992441190005019
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	3.37956120909419	3.46588962397989	3.97077554649322	3.31004143215998	3.83034017111809	3.17097363432909
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	-0.186122861725882	-0.166900363483006	0.720842319110902	0.155597467451169	0.543087048805152	-0.0771835617898387
