#SampleID	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCT.f.0616	0	0	0	0.0053475935828877	0.0053475935828877	0.0053475935828877	0.0053475935828877	0	0	0	0.0213903743315508	0.0053475935828877	0	0	0	0.0160427807486631	0	0	0	0	0	0	0.0053475935828877	0	0	0	0	0.0053475935828877	0	0	0.0053475935828877	0	0.0053475935828877	0.914438502673797
MCT.f.0615	0.00510204081632653	0	0	0.00510204081632653	0	0	0.00510204081632653	0	0	0	0.0102040816326531	0	0	0	0	0.00510204081632653	0	0	0	0.00510204081632653	0	0	0	0	0	0	0	0.0102040816326531	0	0	0	0.00510204081632653	0	0.948979591836735
MCT.f.0614	0	0	0	0.00578034682080925	0.0115606936416185	0.00578034682080925	0.00578034682080925	0	0	0	0.00578034682080925	0	0	0	0	0.00578034682080925	0	0	0	0	0	0	0.00578034682080925	0	0	0	0	0.00578034682080925	0	0	0	0	0	0.947976878612717
MCT.f.0613	0	0	0.00561797752808989	0.00561797752808989	0.00561797752808989	0	0	0	0	0	0.0112359550561798	0	0	0	0	0.0337078651685393	0	0	0	0	0	0.0112359550561798	0.00561797752808989	0	0	0	0	0	0	0	0	0.00561797752808989	0	0.915730337078652
MCT.f.0612	0.0223463687150838	0	0.00558659217877095	0.0502793296089385	0.00558659217877095	0	0.0111731843575419	0	0.0223463687150838	0	0.00558659217877095	0.00558659217877095	0.0111731843575419	0.00558659217877095	0.0111731843575419	0	0	0.0335195530726257	0.00558659217877095	0	0	0.0279329608938547	0.0167597765363128	0	0	0.00558659217877095	0.0111731843575419	0.00558659217877095	0.0111731843575419	0.00558659217877095	0	0	0.715083798882682	0.00558659217877095
MCT.f.0611	0	0	0	0	0.00555555555555556	0	0	0	0	0.00555555555555556	0	0	0.0111111111111111	0	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.00555555555555556	0	0	0	0	0.0222222222222222	0	0	0	0	0	0.00555555555555556	0.0111111111111111	0	0	0.9	0
MCT.f.0610	0.0735294117647059	0	0	0.0147058823529412	0.0147058823529412	0	0.0343137254901961	0.0147058823529412	0.0196078431372549	0.00980392156862745	0.0147058823529412	0	0	0.00490196078431373	0.0294117647058824	0.0196078431372549	0	0.00490196078431373	0.00980392156862745	0	0	0.00490196078431373	0.0294117647058824	0.00490196078431373	0	0.00490196078431373	0.00490196078431373	0.00980392156862745	0.00490196078431373	0.0147058823529412	0.0147058823529412	0.00490196078431373	0.622549019607843	0.0147058823529412
MCT.f.0609	0.0549450549450549	0.0164835164835165	0.00549450549450549	0.010989010989011	0.0164835164835165	0	0.0274725274725275	0.010989010989011	0.010989010989011	0.0164835164835165	0.00549450549450549	0.00549450549450549	0.0164835164835165	0	0.00549450549450549	0.0274725274725275	0	0.00549450549450549	0.010989010989011	0	0	0.0164835164835165	0.00549450549450549	0.0164835164835165	0.00549450549450549	0	0.010989010989011	0.010989010989011	0.010989010989011	0.021978021978022	0.010989010989011	0.0274725274725275	0.598901098901099	0.0164835164835165
MCT.f.0608	0.00561797752808989	0	0	0.0112359550561798	0.00561797752808989	0	0.0112359550561798	0	0	0.00561797752808989	0.00561797752808989	0	0	0	0	0.0112359550561798	0.0112359550561798	0	0	0	0	0	0.00561797752808989	0	0	0	0	0	0	0	0	0	0.921348314606742	0.00561797752808989
MCT.f.0607	0.00505050505050505	0	0.00505050505050505	0.00505050505050505	0	0	0.0101010101010101	0	0	0	0	0.00505050505050505	0	0	0	0.00505050505050505	0	0.00505050505050505	0	0.00505050505050505	0	0	0.00505050505050505	0	0	0.00505050505050505	0	0	0.00505050505050505	0	0	0	0.934343434343434	0.00505050505050505
MCT.f.0606	0.00523560209424084	0	0	0.00523560209424084	0	0	0	0	0	0	0	0	0	0	0	0.00523560209424084	0	0	0	0.00523560209424084	0	0	0	0	0.00523560209424084	0	0	0	0	0.00523560209424084	0	0	0.968586387434555	0
MCT.f.0605	0	0	0	0	0.00602409638554217	0.00602409638554217	0.0120481927710843	0.0120481927710843	0	0.0240963855421687	0.0120481927710843	0	0	0.0120481927710843	0.00602409638554217	0	0.00602409638554217	0	0.00602409638554217	0.00602409638554217	0	0	0.00602409638554217	0.00602409638554217	0	0	0.00602409638554217	0.0120481927710843	0.0120481927710843	0.0180722891566265	0.0120481927710843	0	0.819277108433735	0
MCT.f.0604	0.0220994475138122	0.00552486187845304	0	0.00552486187845304	0.0165745856353591	0.00552486187845304	0	0	0	0.00552486187845304	0	0.00552486187845304	0	0.0110497237569061	0	0	0.00552486187845304	0	0	0	0	0	0.0110497237569061	0.0110497237569061	0.00552486187845304	0.00552486187845304	0	0	0	0	0	0	0.883977900552486	0
MCT.f.0603	0.0259067357512953	0	0.00518134715025907	0	0.00518134715025907	0.00518134715025907	0.0259067357512953	0.0103626943005181	0.00518134715025907	0.00518134715025907	0.00518134715025907	0.0155440414507772	0	0.0207253886010363	0.0103626943005181	0.00518134715025907	0.0103626943005181	0.00518134715025907	0	0.00518134715025907	0	0	0	0.0155440414507772	0.00518134715025907	0.0155440414507772	0.00518134715025907	0	0.00518134715025907	0	0	0	0.782383419689119	0.00518134715025907
MCT.f.0602	0.0537634408602151	0.0161290322580645	0.010752688172043	0.00537634408602151	0.0268817204301075	0.00537634408602151	0.00537634408602151	0	0.010752688172043	0.021505376344086	0.00537634408602151	0.0161290322580645	0.021505376344086	0.032258064516129	0.021505376344086	0.010752688172043	0	0.010752688172043	0.010752688172043	0.00537634408602151	0	0.00537634408602151	0.0268817204301075	0	0.010752688172043	0.021505376344086	0	0	0.344086021505376	0.0161290322580645	0	0	0.279569892473118	0.00537634408602151
MCT.f.0601	0	0.0116959064327485	0	0.00584795321637427	0.00584795321637427	0	0.0116959064327485	0	0.00584795321637427	0	0.00584795321637427	0.00584795321637427	0	0.0116959064327485	0	0.0116959064327485	0	0.00584795321637427	0.00584795321637427	0.00584795321637427	0	0	0.00584795321637427	0	0	0.00584795321637427	0	0	0	0.00584795321637427	0	0	0.883040935672515	0.00584795321637427
MCT.f.0600	0	0.00571428571428571	0	0.0171428571428571	0	0.0114285714285714	0.0228571428571429	0	0.00571428571428571	0.0285714285714286	0	0.0114285714285714	0.0114285714285714	0.00571428571428571	0.0114285714285714	0.00571428571428571	0	0	0.0114285714285714	0.00571428571428571	0	0.00571428571428571	0.0114285714285714	0	0	0.0114285714285714	0.00571428571428571	0.00571428571428571	0.0114285714285714	0	0	0	0.794285714285714	0
MCT.f.0599	0.0152284263959391	0.0050761421319797	0.0050761421319797	0.0101522842639594	0	0.0050761421319797	0.0456852791878173	0	0	0.0050761421319797	0.0050761421319797	0	0	0.0050761421319797	0	0.0203045685279188	0	0	0	0	0	0.0050761421319797	0.0050761421319797	0	0	0	0	0	0.0050761421319797	0	0	0	0.83756345177665	0.0253807106598985
