#taxonomy	sample2	sample5	sample6	sample9	sample10
k__Bacteria;NA;NA;NA;NA;NA;NA	0.72191826057119	0.564921818049066	1.1623423024486	1.72774396643254	0.997354851875401
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	0.432816741465183	0.0772186117039297	-0.368201667515835	3.78849337510022	1.04864814626295
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	2.59796672835423	1.41221967843627	-0.334300115840153	6.74571851731884	3.14205422829316
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.63905496490486	-3.21984958594628	-3.04235031694236	-0.415413389633408	-3.05280994133849
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-2.94590778434491	-2.78498226922554	-3.50554202581158	0.446810120970471	-2.23476619974282
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-3.63905496490486	-3.08582265414244	-3.44836147272803	1.27487661942979	-2.64023130785098
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2.84354257262338	2.89177153304274	1.91699168276634	5.04685608944112	2.99098047397038
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	-3.12822934113887	-3.17673234969765	-3.51686737534174	0.751021495373463	-1.72394057597683
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	1.29541896822583	1.19469938467642	1.10868958895628	-0.0640155027955194	1.13252963024365
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-1.96507853133319	-0.14592493961028	0.11465010420775	0.0741348356852979	-0.694321158795671
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-0.643322691350868	0.393071561122407	0.234794416049813	0.277733790926537	0.192982036205232
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-1.44183038756864	0.105389488670626	-0.124579584858084	0.0741348356852979	-0.62532828730872
