#taxonomy	sample1	sample2	sample3	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14	sample16	sample17
k__Bacteria;NA;NA;NA;NA;NA;NA	1.41770333275467	1.04276424579028	0.808262106802993	2.6240750955157	2.00125176358564	1.40151526413454	2.56926737557117	0.684615057391102	1.28144985508855	1.10300833076192	1.43082910605917	2.70318997454113	2.38749192547712	2.59763429909229
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	-2.34846779566091	-1.97417023541432	-1.31698897090814	-1.18946027354239	-1.73004840641224	-1.13025569462968	-2.24616373590012	-2.33091984345907	-1.58075102584092	-2.83161450658347	-3.60612349635446	-1.91082982672394	-2.46118450634407	-2.26733275585804
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-4.90527208007847	-3.58842218435471	-3.15169456295178	-4.13546333837343	-3.33948631884634	-3.93361607553621	-3.16245446777427	-3.65090031068702	-2.49704175771508	-3.39123029451889	-3.38297994504025	-2.72176004294027	-4.42473151156303	-2.67279786396621
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-4.70678563872254	-3.74777822782624	-3.08484689254098	-4.51367196690937	-4.64164345635795	-4.25297728344257	-3.54497485441554	-3.7739430112106	-3.82362546463212	-4.39078804482911	-4.95370061266273	-3.70897934198193	-3.90453094084889	-3.15303580996228
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-3.88891283660806	-3.49501122262763	-2.90020181647861	-4.25449593194973	-4.56407927030302	-3.52815096742805	-3.54678504180071	-3.49812867540994	-3.68232451251044	-4.08437747507884	-4.70341845112234	-3.67971333182856	-4.00006570078778	-3.05798591468447
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-4.64266205972985	-3.76337791784403	-3.23666584683636	-4.31905974556532	-3.96497036273503	-4.13824470785246	-3.76422436167452	-3.86022078622215	-3.5392740679754	-4.24992766086914	-4.63625636911696	-3.88069155000929	-4.23767832051447	-3.14661539657782
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	0.148273311774091	1.27287646642058	1.61420478150828	2.05124452176723	1.67114897524991	2.27195127823383	0.98068025861726	1.15339244491359	1.10027050287337	0.01826588995796	-0.0651641723171469	0.536336495081214	0.405089699973037	-0.274902591167838
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	-4.45069357983485	-3.46816478398018	-3.17541063317026	-4.14375248540655	-3.74495142695451	-4.25722489268562	-3.76624387558098	-3.56537086914779	-3.19018893827502	-3.16808674320468	-4.84487522071688	-3.80523902675763	-4.03702841587807	-3.25881368784682
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-1.37660721263195	-1.21203018336742	-2.29781822391986	1.99432423151455	1.00863876415186	0.390516580718767	1.90958945445063	-0.111716359404074	-0.992964360938802	-0.752172964903632	0.172368116449163	2.11054571563157	1.58935743321964	1.91725868421183
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	0.805488483107973	0.743358709642437	1.62084932422695	0.34851867490957	1.09923565950408	1.88200588087552	0.221935795571501	-0.64452088988884	-0.19445666472103	-0.529029413589422	-0.743922615424993	-0.370384785776791	-1.22904082505143	-0.968049771727784
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.850205321889769	0.833509806636734	1.56641411767193	0.590738373284594	1.26234496587623	2.04526968936491	0.421064470681837	-0.251478301779233	-0.327988057345553	-0.277714985308516	-0.86528347242926	-0.279413007571064	-0.622905021481119	-0.321422606802731
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	0.861799654670689	0.908233352832671	1.70951496131261	0.4471902024166	1.22486187262149	2.00787010176553	0.488203773519465	0.186776629151922	-0.0546947223458717	-0.255736078589741	-0.688352764270182	0.0350803223313739	-0.82357571694327	-0.532731700469938
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.100071209956214	-0.0488793735617394	1.03438628625534	-0.200047276839268	0.444703315071917	1.23686791950194	-0.244683735689994	-0.539160374231014	-0.747841902905817	-0.90632364473089	-1.35483169774797	-0.642318501260432	-1.92218800561138	-1.06335995153211
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	1.41106980925904	1.69304772191844	2.45864140961445	0.419977638891715	1.47540439812382	1.43702195259145	0.0155993625736726	0.548278613838971	1.20426021639742	1.96417603901327	0.968587482148922	-0.394482337355851	0.413186910205657	-0.657894843423944
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.58632774361402	-1.35513102700809	-0.911523862799973	-2.07184945374086	-0.360561163608735	-0.67551953751473	-2.46930728721433	-1.23230755479096	-0.887603845280976	-1.16660674299456	-2.04797887830791	-2.72176004294027	-2.61533518617132	-1.16872046718993
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-0.643719703422487	-0.309162471825406	0.0693053902117535	-0.919169943802474	0.667846866386127	0.410189346317472	-1.77616010665438	-0.413997231277008	-0.44934891434982	-0.0413262072442857	-0.674929743938041	-2.3162949348321	-0.82357571694327	-2.26733275585804
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.67003701173986	-0.282494224743245	0.646620755246577	-1.06024854206238	-0.120610493978143	-0.350097137080102	-1.08301292609444	-0.721481931024968	0.227537745338345	-0.17235446965069	-0.397298007339762	-0.706857022398003	-0.0250680207254984	-1.06335995153211
