#taxonomy	sample1	sample2	sample3	sample4	sample5	sample8	sample9	sample10	sample11	sample14	sample15	sample17
k__Bacteria;NA;NA;NA;NA;NA;NA	0.459147244921548	0.321220752467973	0.516736705773663	0.473078330028218	0.957797466098848	0.216600865965748	0.36415049089055	0.474396806895525	0.463377127585703	0.663055450175471	0.476705336089116	0.603680807184372
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	2.18028914693565	2.71911602526634	1.86904415821214	1.28860022371172	1.73262267767306	1.51465459364128	1.09601218363119	2.87580496386847	1.97081587206468	1.18301951873883	1.89690124888469	1.7764010680062
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-1.02245729600267	-0.0465040276573447	-1.07795892492323	-1.66108811134086	-2.19920295505126	-1.31487550499864	-1.48167619960778	0.0944107840883455	-1.42369252144668	-2.01273388870852	-1.0988310246693	-0.931649133096007
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-2.30251439263456	-2.43807372709403	-3.18209307919344	-3.27052602377496	-2.86112129234188	-3.73720643521246	-2.86797056072767	-2.62311816096841	-2.76165005152676	-4.364109145872	-3.13144485078626	-3.72763491878769
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	0.0761549926654426	0.321220752467973	0.0367827456747595	-0.72499475217053	0.198692317747106	-0.326264111544859	-1.40163349193424	1.10772549224456	0.299074076294426	-0.591348207777357	0.0798239716723429	-0.044345938095104
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	0.586980616431433	1.5174715107	0.709727218917185	0.07937806349964	0.718567777033014	0.547264760991214	-0.137941452906686	1.84114657194245	0.898695198843548	0.107529647491573	1.01138217567729	0.746781650825045
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	3.05846424588729	4.38033662280633	3.00123072918898	2.62868616362793	3.19895974646649	2.55892628760931	1.9222951089371	3.27795267211507	2.77200453503571	2.44216696416029	2.92354003792771	2.6528613770824
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	3.2707381249646	4.0253676787127	3.16599641060323	2.53310178585095	3.18299589547747	2.86621998363212	2.22373255645737	4.27804400254409	3.27678784434574	2.41978214588776	3.31093236497618	3.05799607051715
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-2.16307448975311	-2.00316372602735	-4.61314456328272	-4.13257115525079	-2.89178527893098	-3.81893459331053	-4.20290225326781	-4.13845319827878	-2.58817646953451	-4.77890922461009	-3.53308740728794	-4.14222945764609
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-2.38732873489167	-1.96112601151236	-4.50161136182559	-4.41480857630588	-2.57500306612106	-3.80374704966211	-3.65056060302084	-4.26709686918753	-2.76622458703158	-4.71513186838852	-3.32606839763734	-3.96095061030544
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-2.37489942394348	-1.99780946630815	-4.41401061058832	-4.55345537401375	-2.58194958727112	-3.74855889552353	-3.66242708382538	-4.28488726479615	-2.77763019260114	-4.364109145872	-3.30383947638575	-3.9226951116391
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-2.32425434745692	-1.9435097251884	-4.49308364829712	-4.35321180672018	-2.61934272838484	-3.80000907219851	-3.70035178505411	-4.27517845201413	-2.73542140284766	-4.81446904180627	-3.27495285598433	-3.96860193458203
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-2.45026967342871	-1.98756010822423	-4.48448580612809	-4.67071134125667	-2.50624651210925	-3.62923613659504	-3.58864301179086	-4.27784319094566	-2.60099775306497	-4.68210559012006	-3.39292037243183	-4.02285757554714
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-1.24560084731688	-1.14511631632545	-0.68065712745423	-1.47876655454691	0.198692317747106	0.49750325143215	-0.0953818384878901	1.76247353986997	0.522217627608636	0.27061984235764	0.459313593377247	-0.332028010546885
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	0.363837065117224	0.154166667804807	-0.713993547721822	-1.39872384687337	-0.49445486281284	-0.755259717063218	-0.922060411672358	0.393816320236186	0.102363782048372	-1.16543602832131	-0.875687473355093	-1.12835942734206
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1.76255394623567	1.60641899671649	0.338367723295532	-0.408325142845496	0.474945694375264	0.306984927434017	0.36415049089055	1.53129064199634	0.773532055889542	-0.295082391634185	0.386554239094818	-0.0591610238802446
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.434670631100548	0.154166667804807	-0.962889595138447	-1.39872384687337	-0.184299934509	-0.755259717063218	-0.532595644910635	0.243156045348696	0.299074076294426	-0.72652298614561	-0.492695221098988	-1.04497781840301
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.0071621211784912	-0.164287063313728	0.245421610786087	0.484843171607804	-0.812908593931374	0.53750858604585	0.223071892630645	-0.103120191369138	-1.08722028482546	0.27061984235764	-0.287900808452974	0.235956027059054
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.81468989072096	4.29585735062411	4.54948670399026	4.69040823914345	4.20271424167592	4.99697272784861	4.84327995598328	4.39041183359321	4.4152034270167	4.63840722889781	4.48841763373095	4.65586701226585
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.29993042428756	0.241178044794436	0.555576539089927	0.71845802278931	0.0520888435552302	1.25964330347905	0.923766278825973	0.167170138370774	-0.088691454714337	0.358844075772479	-0.0573771498411421	0.580333443187381
