#taxonomy	sample3	sample4	sample8	sample11	sample14
k__Bacteria;NA;NA;NA;NA;NA;NA	0.975484636968824	0.954808125248365	0.949490058468868	1.36810120684799	1.41671997088581
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.6577424177295	1.90127947427251	2.11871991435093	5.55430648012116	3.07392188013403
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	2.61619730871135	2.84339599319585	3.09898082406802	6.46147952219119	4.08309311114803
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-4.4672559841016	-4.62265621205842	-4.26106762183683	-0.94975135827684	-3.26849292277582
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	1.91391122447521	2.35630664932869	2.50171216660704	6.06444077997438	3.50153168274023
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-0.159896499486374	0.318509808920572	0.388654014128216	3.95609305845668	1.34497606602696
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2.99207095717512	2.91258550218221	3.12756220359033	6.13189258449829	4.2569673415994
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	-0.443840249827548	0.0412990363360866	0.299308913792366	3.12778608562888	0.58519450563936
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-4.2434430382784	-4.23536708267997	-4.23148065907488	-3.24305931923683	-4.86634498530448
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	0.0519474965739018	0.264442587650296	0.720230280137222	4.26057513074849	1.71966951546837
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.00542748093900903	0.297232410473287	0.934747776731664	4.42766152193596	1.91329062751626
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	0.234269053367857	0.344485295323833	0.841415836939445	4.46258127101677	1.90199107226233
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-0.554188306996414	-0.353803284736531	-0.0694548274653709	3.66689122887349	0.97761852791826
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-0.148723198888249	0.0821210308563417	0.0453206871270573	2.81502018978432	2.01808918755379
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.70409389005207	-2.2204640621377	-1.808570563208	0.854747136728644	-0.560442721673613
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-1.65280059566452	-2.28945693362466	-1.808570563208	1.20379815555672	-0.729519051717546
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-1.75816111132235	-2.73128968590369	-2.76408200823544	1.23023141262487	-0.885865122108241
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.527616863355315	0.469648438277839	0.326960445122876	-3.22758213082369	0.138244639261948
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.70876091571383	4.2625413473244	4.37605402741339	1.77356631495616	3.62954866401868
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	1.49565276490713	1.20488377975673	1.19482458309156	-2.82155353517843	0.526996266396372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	6.25219847759743	6.0332842811908	6.07406360814397	3.8460391873199	5.42564629199753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-4.37184158708028	-4.23536708267997	-3.98327282880017	-3.25300910610265	-4.60603464076811
