#taxonomy	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
k__Bacteria;NA;NA;NA;NA;NA;NA	0.706002338625262	1.29504879673826	0.771966787042668	0.996680219214935	0.765614948688387	0.817881718500957	0.760454656955719	0.355232161523308	0.105428188568946
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.66577818243916	6.30160960753624	2.28527952370231	2.59110402108465	1.59752789023611	1.87727329401579	2.23265684520154	1.69088278982444	2.5852715364004
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-0.862613579288583	4.23986097986499	0.199540165435486	0.573410486473264	-0.0842306837776153	-0.242990242184306	0.244715018387299	-0.375655347019484	0.579212540654587
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.44660712235703	0.505171989719763	-3.81503942831775	-3.1582889648236	-3.85208303362678	-3.18838894936674	-3.6821965995346	-3.79830649172911	-3.22738572154725
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-1.17276850759242	3.99740908206279	0.000472676729549705	0.375397599884634	-0.325392740594503	-0.18892302091403	-0.0848843389461517	-0.671921163162657	0.21983853974669
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	0.540210083782518	5.34132988104511	1.30892455108551	1.62502740654796	0.971821990471699	1.00977272631106	1.27714540017411	0.696981455245365	1.54339456023316
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	-0.479621327032478	3.87246781970624	0.0808541951805099	0.315229078418181	0.0335523518787682	-0.137629726526479	0.194199228250397	-0.428299080504906	0.164268688591879
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	3.21605317021429	7.79381147672962	3.76034007399324	4.15058867283256	3.45879689332376	3.45968253406197	3.71872936797481	3.1782264385474	4.05258431021806
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-3.16418299384491	-2.26741673252002	-4.73133016019191	-4.31368535949701	-3.83103624170165	-2.82622937996565	-4.56917175905781	-3.96630363268486	-3.1302903643675
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-0.52614134266737	3.32076781738514	-0.526637540800941	0.226101298522174	-0.526063436056655	-0.137629726526479	0.292801205054937	-0.54270943168265	1.07482874575705
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.0669223793355924	3.78702261374935	-0.355573138531621	0.182804492768849	-0.526063436056655	0.267835381581685	0.382547492911212	-0.483868931659717	0.871600504143781
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-0.626224801224353	3.02337236760723	-0.870600449151312	-0.296088083894132	-0.813745508508436	-0.568412642618934	0.0554730187487709	-0.82034116828093	0.767803710462137
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-0.312567242369311	3.24701957040526	-0.628686795155112	0.128245508518415	-0.0491393639663451	0.198842510094734	0.278616570062981	-0.781120455127649	1.07482874575705
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	1.06406520783884	3.90114742740077	-0.628686795155112	-0.296088083894132	-0.708384992850609	-0.242990242184306	0.648536740751734	0.165475626241835	1.86641599913025
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.26807868739675	3.05559324661839	-1.20496963557575	-1.40908911001434	-1.40153217341055	-1.18745185102516	-0.863798341263522	-0.82034116828093	0.520943632530612
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	0.0128551580653167	4.04748908721754	-0.0128312888968131	-0.354928583917066	-0.931528544164819	-0.360773277840689	0.412147962687503	-0.0502329465848563	1.63280114794874
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	0.118215673723143	4.1727320418161	-0.504496414923728	-0.0559469562113513	-0.554234313023351	-0.830776907086425	0.503663071523276	-0.127193987720985	1.22404114394372
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-0.626224801224353	-2.96056391307996	-0.662303405954097	-0.593339607362064	-0.74228654452629	-0.7354667272821	-0.591154146176282	-0.350337539035194	-0.993184100099164
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.72488473583497	2.90164579817076	4.78151931847923	4.57287391855264	4.84625276970619	4.93504095848923	4.6715360427286	5.2022343738521	4.52499872340525
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	-0.169466398728638	-0.35787422763558	-0.151477782188106	-0.401448599551959	0.234223047340919	0.332373902719256	-0.453370443813229	0.103917733242402	-0.618490650657753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	6.35556325911482	4.10590305705699	6.48565926184019	6.15807670179589	6.52773834385473	6.39594106438053	6.12654061645572	6.8634675872569	5.78653117445573
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.17276850759242	-1.86195162441185	-1.43549329418758	-1.90552599632823	-1.40153217341055	-1.34160253085242	-1.26182847088417	-1.40015966353387	-1.44516922384222
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	0.361161852333532	-0.157203532173429	0.643948247492257	0.368071559792561	0.927370227900865	0.555517454033466	0.696700142130356	1.2490500375454	0.192439565558575
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-0.392609950042848	-3.19096917031543	-0.131172516027361	-0.401448599551959	-0.0491393639663451	0.0446918302674752	0.0129134043299749	0.964729312796328	-0.0237835429110605
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	3.55139610123835	0.622955025376146	3.927796527113	2.6588221951396	2.55737441791644	2.10307996274948	2.10776357136266	4.06729752310606	2.33902041007604
