#taxonomy	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
k__Bacteria;NA;NA;NA;NA;NA;NA	0.986468173215893	2.19010514303937	1.03569420966238	0.615712210623697	1.23255290879732	1.42820478023477	0.867075278243311	0.562167594096938	0.240835343561141
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.29377351685181	1.34485018428196	0.995953881012861	1.5421613806162	0.941032060038369	0.405304313302359	0.0243963637124016	0.0305078834281049	-0.120666641125907
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	3.96031638650155	4.23310329731784	3.68352555077153	3.99586896174256	3.71233790846526	2.77766322276643	2.45687721616055	2.75134152415599	2.20896862940116
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	3.60573158629843	3.81052547214207	3.36771200944354	3.84200788762766	3.90762595578059	3.05325059033486	3.4906361717886	2.88617114992354	2.50796789581326
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-2.16748810555299	-2.21049787720745	-2.90264610408314	-2.8898451863627	-2.72252958609128	-0.935180511786238	-3.69727291322453	-2.62624902328655	-3.76935177086317
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-2.16748810555299	-2.21049787720745	-2.90264610408314	-1.97355445448855	-2.94567313740549	-2.36728440893742	-3.40959084077274	-2.62624902328655	-3.55465384561105
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2.68788477986332	2.84998522261637	2.26783789095501	3.13553757894874	2.27333042242282	1.83085694696632	1.52127948485465	1.56340571873987	1.10405710730507
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	-2.32163878538025	-1.92281580475567	-2.2094989235232	-2.55337294974149	-2.54020802929732	-2.74197785837883	-3.00412573266458	-3.5155515343794	-3.86543547756732
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-3.0147859659402	-2.61596298531562	-3.30811121219131	-4.4992830987968	-3.86820898766733	-4.44672595061726	-3.00412573266458	-2.40310547197234	-2.05057644883478
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-3.79174381986817	-3.70911596252475	-2.61496403163136	-4.09381799068864	-3.63882031796543	-4.04126084250909	-4.10273802133269	-3.71480169497114	-3.55465384561105
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-3.85741789345302	-3.65477418406041	-3.76611298302447	-4.80778451750837	-3.96124735472686	-2.83728803818316	-4.3947593531208	-3.72374237439899	-3.92729753564142
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-3.82834480160449	-3.30911016587556	-3.30811121219131	-3.58299236692265	-3.23335520985727	-3.06043158949737	-2.84997505283732	-3.71334528214341	-3.9663821743947
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-3.88521510800396	-3.61296337512729	-3.74397556433894	-4.67503116511167	-4.05071815114141	-4.04126084250909	-4.29484707369315	-3.87277360759057	-3.90031610924502
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	0.256049597858716	0.2172503587406	0.329474947535077	0.312901256575615	0.780020289831165	0.221419034532221	0.12409572393549	-0.793667559538244	-0.610214866444613
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-0.71220087294615	-0.475896821819345	-0.705421526746925	-0.659830786203491	-0.324634313292907	-1.58452506968779	-0.864059569168309	-1.61464811160807	-1.68285166870946
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-0.329208620690044	0.156625736924166	-0.194595902980934	-0.104833944124363	0.211327283744626	-0.822385017640893	-0.113753974768416	-0.754446846384963	-1.47521230393122
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	0.340949041645203	0.56209084503233	0.109615471422057	0.336998808154676	0.377562702786956	-0.129237837080948	0.368900772030879	-0.716706518402116	0.158918221093254
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-1.11766598105431	-1.51735069664751	-0.705421526746925	-0.848624857503064	-1.03613063252105	-0.544753281042614	-0.478397088356325	-0.754446846384963	-0.39765342446094
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.81630185970514	5.19732536888772	5.48025349954972	5.21461656095333	5.34399190437872	5.35575271528539	5.69979595736382	5.51864784328799	5.75634600946431
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.559430579853601	0.541037435834498	1.12864032217182	0.799034267751235	0.849816051766707	0.890812129084059	0.947117985916847	0.831643702052146	1.05550388188808
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	6.24979003417766	6.56561776498914	6.70360274541569	6.74978098158066	6.88830355236651	6.94340456501355	6.88205457651348	6.45889653856756	6.84743997755272
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	0.135096987441054	0.187397395590919	0.911396492984798	1.26903789699697	1.75934238355232	1.57186726387898	1.73353363636959	1.57095292437525	2.09958818348501
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	-0.855301716586823	-0.131056335527615	-0.417739454295144	-0.465042460644407	-0.460766487617487	-0.205399198046512	-0.465151861606304	-0.61134600274429	-0.296557307589571
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.06887581688488	-0.391339433791282	-0.504750831284774	0.0170558734846734	-0.361675584973256	0.107150940983282	-0.123056367430729	-0.429024445950335	-0.0889179428113269
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	3.1904449706694	2.67104062133215	3.06691360763679	1.50830083019106	1.46712515593515	1.89098434493892	2.70905686650354	3.67039978547185	4.10663791394381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-3.72093002879166	-3.64238145451999	-3.66899108763382	-5.12397691355701	-3.8574141891525	-3.5304352187431	-4.35273730334598	-3.80017382423926	-3.14918873750289
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	0.980351946198457	1.62895443538586	1.27174116581249	1.82058551028288	1.87662252757125	2.0530610900386	1.79578853011602	1.46809553893555	1.66570197946727
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.47434092499305	-0.241057230741944	-0.63396256276478	-0.888365186152578	-1.28744506080195	-0.585996239576663	-0.274096624843595	-0.228353750488184	-0.277509112618877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	4.53324300399482	4.4875646481846	4.55091576756023	4.61779000520894	4.52426605761778	4.34232476290379	4.28218013077373	4.16945675188696	4.7964847614751
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1.22893599735651	1.74074584137398	1.63709627658249	1.658754648137	1.84389977158038	1.74256433982064	1.80941271905557	1.31533278438314	1.75608604093554
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-3.0147859659402	-3.57942527483218	-2.90264610408314	-2.10138782599843	-1.84706084873738	-1.84403626517287	-1.90551344399647	-1.7099582914124	-1.41458768211478
