#taxonomy	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
k__Bacteria;NA;NA;NA;NA;NA;NA	1.47545567480303	1.6191618620393	1.04385928964433	1.25731020034915	1.81027668980427	1.17882327266732	1.12648482655359	1.74028726260123	1.2773526378516
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.71607023639683	2.50620005107602	2.99708311405677	1.32290748283496	2.9222863080442	3.03195168827166	2.89637847285808	2.6945572425406	2.23756260366059
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-0.911010902171715	-0.382318138170825	0.991108724258805	-0.948425066654979	0.751329657528595	1.0288831253764	0.705634799605945	0.321203078658345	-0.216572387460658
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.39591755195972	-3.09036833927304	-1.4937979255292	-3.10790931600835	-1.73357699225941	-1.80433021867981	-3.29249091809831	-2.30443733393729	-3.19802340225505
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-0.533716671030247	0.31082904238912	-0.751860580799818	-1.5674642750612	0.153492656772974	0.680576431108186	-0.0598330425336262	0.321203078658345	0.0481201667664238
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	0.22842338101665	1.35814803666968	0.527749637731738	-0.181169913941312	1.05143424997893	1.55430754856354	1.12648482655359	0.945357387731339	0.987400416865277
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	3.07951516474437	3.93694617476674	3.62808054738304	2.40147902061963	4.08293875238403	4.30436165415083	3.65556662138971	3.51305023113863	3.67090950905137
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	2.5256608676841	3.52636596599181	2.60304351689149	1.83134931524568	3.29686092913303	3.9330482054049	3.49551501895579	3.55595225268284	3.25577042941481
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-3.78875837141551	-3.46324106088791	-4.16920271880531	-3.91611630188514	-3.06349207253547	-2.99753620300931	-3.60654706292069	-2.18449390921254	-3.54424459617642
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-2.99045244385155	-3.4720476672178	-4.17629948226932	-3.91133641922746	-3.02600621027953	-2.91731150108088	-3.4366039323368	-2.12429455225504	-3.43510896061079
