#taxonomy	MCT.f.0053	MCT.f.0054	MCT.f.0055	MCT.f.0056	MCT.f.0057	MCT.f.0058	MCT.f.0059	MCT.f.0060	MCT.f.0061	MCT.f.0063	MCT.f.0065	MCT.f.0066	MCT.f.0067	MCT.f.0068
k__Bacteria;NA;NA;NA;NA;NA;NA	1.25899265401029	1.52371268475759	1.65711502539577	1.36507406604139	1.85408982695447	1.92849226189979	1.03949281115325	1.72444192692137	3.67843252696858	4.15305718164449	1.65845195094062	3.31256941115329	2.13653384542626	1.75868736719203
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	0.960137280960388	-0.803565020826822	0.618845866635125	-0.213111302888601	1.44522912984517	0.736661844399581	0.834698398507235	0.595192668791368	-0.0847036977518459	0.315432466270204	-0.359224996484371	0.857847737703683	-0.367666007296421	0.486186915858341
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-2.42988680010364	-2.18985938194671	-2.29892486544915	-2.54130735296454	-1.43499025658697	-3.02191792756957	-2.03548337273579	-1.93053597551689	-2.16414523943168	-2.26856508616203	-2.84413164627237	-2.42400288632591	-1.53341759880216	-1.88871883871533
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.31179982276672	-2.84211082643324	-2.76892849469489	-2.60609615001281	-3.1397383488254	-1.93748680502695	-1.99186429169293	-0.111377532100719	-3.07138482538471	-4.03639590975703	-3.53727882683232	-4.11408063790462	-4.4677975422598	-3.71277672695696
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-0.695285744715536	-2.18985938194671	-0.944379202643844	-1.67944837168203	-0.0262230396150256	-2.22516887747873	-0.646906142416981	-0.831923686848778	-1.65331961566569	-1.35227435428787	-1.52237580629005	-0.591421422577596	-1.66694899142668	-2.02225023133985
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-0.889441759156494	-1.90217730949493	-0.823018345639576	-2.42219217947782	-0.119313462681038	-1.53202169691878	-1.56319687429114	-1.23738879495694	-0.960172435105746	-1.01580211766666	-1.83253073459389	-0.653296826295684	-1.31027404748795	-0.749284555526966
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	4.33668886541571	1.97938648844851	2.55115036363466	2.66867671131617	3.45193538318326	3.86236313837549	2.60346834951059	2.03344676884197	2.30558697566131	2.07198830030528	2.01954923486722	2.04477467475663	1.70852349899704	1.63395844048453
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	2.03218254224378	0.662772047966605	1.80165024652358	0.399993169997808	2.66690151127051	1.34904766831507	1.94834856453989	1.66219961804415	1.38163337104158	1.6258029840274	0.696827677764942	2.16732189284013	1.12041104813341	1.54929251606954
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-1.33127451143553	-0.803565020826822	-0.486546109018363	0.554143849825066	0.655750840346794	0.00842334402836508	-0.176902513171245	0.372049117477158	-1.18331598641996	0.286722360387773	-0.592839847665877	0.178686799118478	0.0334606992131449	-0.502424477595441
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	0.982360417745098	0.375089975514824	0.797783325444839	-0.293154010562137	0.510919892468338	1.98942481289495	2.19800324140243	1.81503882227359	2.71105208376947	1.67058658665437	1.3147514370873	1.17330937426254	1.19116190425126	0.142713483778144
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	1.29178247683328	0.47272844507874	0.841989417949335	0.440815164518063	0.710409252884659	1.9644858645477	2.2095640638035	1.95787716427212	2.85092465173244	1.78972042624437	1.57771648258818	1.36018674759236	1.46854522450247	0.0391728048373039
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	1.43434554148816	0.582729340293068	0.987609607892862	0.623136721312018	0.731462662082491	1.88022552092996	2.17447274399223	1.99143736076443	2.80566806014432	1.82369396956905	1.4599334469318	1.30169054091075	1.24436594031473	0.174974345996366
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.661155653254673	-0.455258326558607	-0.0743013139248201	-1.16862274791604	0.0589347687252813	1.1980074109022	1.40721759127857	1.33395036060337	2.01535713113073	1.07694338963954	0.718333882985906	0.546411579243795	0.586845937397931	-0.566962998733012
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	1.05646838989882	1.16587562563869	1.25998826220476	0.399993169997808	0.0989401033389803	1.71964395077241	1.50485606084248	2.02709754116331	0.565883868389303	0.955298280217213	1.60438472967034	0.78986039671875	2.01954667133198	0.929679419555745
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	0.514552179062798	0.112725711047333	-0.0743013139248201	-0.475475567356092	-1.26793617192381	0.646510747405283	-0.310433905795768	1.41350299230532	0.629062770010835	0.675873893004414	0.212225249098054	0.0815230506648298	1.14073105062437	-0.330574220668781
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1.24218553569391	0.754579597219727	0.963967844835821	-0.00547193811035654	-0.0952159111019771	1.71964395077241	1.20939184794865	2.32979372417947	1.55752403750525	1.63087913705926	1.32640205430728	0.938973282516051	2.00026896590607	0.531649289935098
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-0.393004872842603	-0.152977454685673	-0.767448494484765	-0.580836083013918	-0.888446550218905	0.231566895342575	0.0462410381429647	-0.0587337986152965	-1.31684737904448	-1.25696417448355	-0.359224996484371	-0.443001417459323	0.171330493436266	-0.502424477595441
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	-2.42988680010364	-1.90217730949493	-0.389382360564716	-2.48904198998025	-0.398898324900199	-0.925885893348468	-1.56319687429114	-0.586801228815793	-0.554707326997582	-0.237132763668552	-0.359224996484371	-0.0261076135275356	-0.997899362445797	-1.02372140122873
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.68463737050643	6.10560592229648	5.7315660470983	5.54384730788029	5.57285713892332	5.23570493745965	5.42567745597579	5.6987919582089	5.46112457655869	5.90377585418739	5.60167294905621	5.9488868154839	5.47971069575968	5.34419491698775
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.342701922136139	0.662772047966605	0.963967844835821	1.09314035055775	1.28510828303141	0.803353218898253	0.834698398507235	1.03987849005281	0.450814538604516	1.06363942401318	0.806526595021367	1.21358327340048	0.654504585871746	0.596187811072669
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.45704783909142	7.9439591635836	7.64914161548494	7.31327481710548	7.15948379013925	6.70364819558347	6.82604930279448	7.22845846910771	7.21204849663115	7.51143333814193	7.432091189749	7.76367627908937	7.19181904240564	7.02984776790581
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-2.83535190821181	-3.03717960819538	-3.98381868446053	-2.53087517253394	-3.53254147930639	-3.21962690913519	-1.93600026746182	-3.31480754561871	-2.92616725958736	-3.65485944728192	-3.79932955541467	-3.11715006688585	-3.612859140482	-2.86954809172706
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	5.60420401347728	5.84228422201852	5.69701350671055	5.33925180125184	4.96011956191219	4.7878469121609	5.01048329266951	5.65322032519022	5.68634794143946	6.13400257941291	6.0507785440493	5.96583977154089	5.78548108067282	5.57335249510732
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-0.350445258423807	-0.344032691448382	-0.594176773210729	-0.380165387551767	-1.26793617192381	-2.72612775673466	-0.87004969373119	0.0153741735384254	-0.171715074741476	-0.220872242796771	-0.279182288810835	-0.591421422577596	-0.506778809759139	-1.02372140122873
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.840948763695269	1.28623930788856	0.534288478607062	0.589235169636336	0.244651914520374	-0.279258728423416	0.634027703045084	1.96806400957912	0.8643768569453	0.7333977371426	0.333922184075574	0.324869309296559	0.0159163895622353	-0.0169166618137397
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	0.460484957792522	0.400407783499114	0.0875417115255939	0.217671613203853	0.118358189196082	0.141954736652888	0.228562594936919	-0.390090934569739	-0.777850878311791	-0.143314008450897	0.00368049720499694	-0.0726276291624284	-0.584337044105014	-0.877117927036851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	1.53409594425521	1.88201232442333	1.46517800990237	1.11375963776049	0.821074820772178	1.09505944164976	0.96253177001712	1.62956268873112	1.24810197841706	1.70877738538676	1.52847576648502	1.56960010609466	1.34061773977431	0.768038067999328
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	-1.7367396195437	-1.0912470932786	-0.594176773210729	-1.39176629923025	-1.5303004363913	-1.53202169691878	-1.15773176618297	-0.586801228815793	-0.49016880586001	-0.0853267508005474	-0.566864361262616	-0.254949185956383	-0.491963723973999	-1.26011017929296
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	7.26978994679555	7.75737388686677	7.50603985222835	7.26879103449386	6.83625589449748	6.00629588743168	6.04169760652048	6.71809475126729	6.86539242171982	7.14600101827372	7.27723562790287	7.53637880902255	6.97524766633038	6.73703723530386
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	0.531943921774667	0.805872891607278	0.570393483249178	0.266461777373285	0.549141105288536	0.568039131963788	-0.0591194775148616	0.169524853365684	0.104538301886682	0.29638427129951	0.540258617073402	0.324869309296559	0.108810136454932	-0.441799855779006
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	0.761960352376639	1.35591922852655	1.01526113922337	0.832857252294087	0.644451285092861	-0.433409408250674	-0.646906142416981	0.169524853365684	0.292590533389622	0.775957351561396	0.773520298553197	1.06490007575535	0.611538549988303	0.142713483778144
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-3.13695189960767	-1.90217730949493	-1.98047113433062	-2.48021470660585	-3.45389519625525	-3.06373972078814	-1.93573288014048	-2.33600108362505	-2.56961034753985	-1.78305727038033	-3.53727882683232	-2.2008593350117	-1.66694899142668	-1.77093580305895
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.582374775401559	0.662772047966605	0.703037957855473	0.0551526837060784	0.386622175790761	-0.145727335798893	0.308605302610456	-0.138776506288833	-0.429544184043576	0.315432466270204	0.333922184075574	0.223943390706599	0.0247270192443903	0.265946124202092
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-0.094511884286606	0.47272844507874	-0.144259902531731	-0.213111302888601	-0.942513771489181	-1.53202169691878	-1.15773176618297	-0.503419619876742	-0.777850878311791	-0.435983622413717	-0.704065482776101	-0.0261076135275356	-0.686119738414956	-1.077788622499
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	2.79226920547883	3.18850069227486	2.88636377080088	2.8459568458372	2.66388946080052	2.02332636457063	2.26544452219796	2.66962166864766	2.36845425372157	2.96454687026073	2.78168928691412	3.13234243338984	2.71388645787705	2.45508658313835
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	1.98492965739323	2.52565886121024	2.13930486578329	1.96687146801311	2.13582203060002	1.65295257627374	1.80409895569534	2.24385129437875	1.72767505867894	2.25186387137097	2.00594358281144	2.32634930950668	1.86777978286	1.43451700147711
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	0.0550198496843577	0.789065773290897	0.841989417949335	0.805458278105972	0.261459032836755	-0.379342186980398	-0.464584585623026	0.568163996403448	0.26360299651637	0.628727114578712	0.479104193920072	0.814675565838474	0.357432773070126	0.0208236661691074
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	1.74961557045877	2.2606044142804	1.7485027769852	1.44144704482597	1.18439430742958	0.683552019085632	1.0017524831704	1.35287837048888	0.926897213926634	1.54363758398391	1.44289725977923	1.75230561374762	1.27246485153709	1.37417387156964
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-3.1803190778545	-2.18985938194671	-1.60577768488921	-1.39176629923025	-3.1397383488254	-2.99046970470056	-2.21919180458157	-3.29509347752519	-2.91729797238865	-1.86309997805386	-1.591368677777	-1.36795021207659	-1.71573915559611	-1.5702651075968
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-3.21572455782407	-3.00598104173424	-2.9920720460091	-2.51787101860155	-3.51437208311539	-3.11560112755332	-1.9772050369982	-3.40107467877751	-2.86848963354446	-3.65485944728192	-3.53727882683232	-3.11715006688585	-2.14652207168857	-3.7251743796451
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	-3.17884490834131	-2.84726677650058	-3.27975411846088	-2.33140130609626	-3.69183860448333	-3.1415289976524	-2.26715378964584	-3.41628765388997	-3.02100635362847	-3.88970525572437	-3.13181371872415	-4.06526669995296	-4.45108571312826	-2.58186601927528
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1.75976794192278	2.00483315410967	1.8735374760369	1.73279884616671	1.63094627564026	1.29133935069442	1.20939184794865	1.77487278054826	1.51636596501174	2.07686239606352	2.00984983777851	2.07858071088708	1.80914969840859	1.34995961344905
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	-0.889441759156494	-1.90217730949493	-0.823018345639576	-0.986301191122083	-1.34797887959735	-1.93748680502695	-0.646906142416981	-1.64285390306511	-1.31684737904448	-0.764487689385753	-0.863130177405788	-1.20760756200141	-1.62042897579179	-0.710063842373685
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salanitronis	1.16284879345739	1.76138433663471	1.73088117563538	2.39242333468801	2.94703637808691	2.53985000945126	2.73408853192766	2.95478801650219	1.41937369902443	2.786087093351	1.7585354094976	2.62985152689033	2.24030073524881	1.95341803924865
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	0.61463563761978	0.85466305577671	0.792117587909162	0.112311097546027	0.401220975211914	-0.188286950217689	0.382713274764178	0.285037740487528	0.26360299651637	0.655939678103596	0.62938639696941	0.700562259071053	0.265262313270469	0.190722702964505
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	2.07361973210795	2.49227184517751	2.30624532053894	2.05822124660134	1.67650280724263	1.48023987858642	1.2401635066154	1.91961162619317	1.95759829697853	2.27073235567536	2.11521035343633	2.4794183234632	1.92053034824552	1.63764168590083
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1.233674846026	1.47370226418293	0.696807408104837	0.440815164518063	0.156098517178929	0.627462552434588	0.834698398507235	1.24751785483106	1.20315059055479	1.6826786324194	1.27083220315246	1.07250467514057	0.965282373118177	0.713970846729053
