#taxonomy	MCT.f.0546	MCT.f.0547	MCT.f.0548	MCT.f.0549	MCT.f.0550	MCT.f.0551	MCT.f.0552	MCT.f.0553	MCT.f.0554	MCT.f.0555	MCT.f.0556	MCT.f.0557	MCT.f.0558	MCT.f.0559	MCT.f.0560	MCT.f.0561
k__Bacteria;NA;NA;NA;NA;NA;NA	-0.126613478015328	0.0310542030277124	-0.0549340320823329	0.100109115493236	-0.436539705173861	0.350518363085985	0.0552314725656122	0.359289144051219	1.89604146061327	0.226464057242256	0.280745308014916	0.126827343746749	0.279649664242795	-0.0417202508606146	-0.0628342002526206	0.0392723714080548
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	2.6845725437226	3.04771968624817	3.11780265698799	2.28309133611391	1.95739516640841	2.6124324163491	1.63525549979342	2.09241852882787	2.27443724675322	1.3695281084812	1.71242267498262	2.52189535992619	1.33727260837771	1.93763783226224	0.990552990410553	2.16646834438379
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	0.384212145750663	0.299318189622392	0.708417407150861	-0.514394937747596	-0.393980090755065	0.0383851947700397	-1.50472638260512	-0.402850907995678	-0.490054265253947	-2.17143121555611	-1.07737817613828	-0.359457171103124	-1.57424158609227	-0.471282910547839	-1.51230746299404	-0.151782865354655
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-2.94012096795679	-1.43528286576571	-1.49731785985327	-2.89562315806075	-2.87888674054307	-2.09182867228322	-2.92611206353628	-2.81876468629673	-2.5377471086192	-3.20047541425249	-3.68006786158266	-3.0086668721824	-3.94139711086745	-3.08624268858404	-4.09585626283596	-2.40307466396115
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	1.5814959619258	1.32683455660677	1.94899995708936	0.702933657759896	0.870617335387306	1.03639278431685	0.0696202100177117	0.431609805630845	0.604967355283434	-0.466683123317689	0.109787509871276	0.78521589094152	-0.267989932645912	0.449874010977489	-0.677509765371071	0.998122717701006
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	1.9757123574981	1.8355526980332	2.51559414040624	1.26751223503745	1.34794700472511	1.63185470402541	0.507875140948867	1.01853477293548	1.34381668932424	0.292422025034054	0.771368224463387	1.32206646810393	0.303460312936513	0.784958322323853	0.079586139789148	1.58899104914053
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	3.60575108803835	3.6985528621167	3.58456417411568	2.67202714227087	2.78580834540509	2.64583069675095	2.33953452072221	2.49049262028964	2.83945845325555	2.37981062840642	3.04616554077608	3.79054823822453	2.77950427546667	2.93801168134694	2.07843172343555	3.45771155950472
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	4.24844448734246	4.18027537547565	4.71220038413179	3.52806644657184	3.5138675432626	3.86379278440953	2.78336843223456	3.39784141478814	3.56369229169735	2.58215897555025	2.90988972104307	3.64732489810548	2.38583871428966	3.07637011471977	2.15570357868515	3.70913150084296
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-2.72930316345971	-3.05585043341641	-3.75371516437429	-4.8213705782794	-3.28778442008431	-3.88358814151127	-2.38711556280359	-3.91274900185814	-3.4132158459731	-3.0739980638874	-2.29377350046277	-3.0086668721824	-2.19328079449849	-3.76581645315654	-4.24478176823249	-4.03941808280235
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-0.164353805998175	0.601599061495325	0.228192223833587	-0.140226836361346	-0.204738091116537	0.219055223525521	-0.453181604794995	-0.367759588184408	-0.0954000732499981	0.374100056048321	0.336315159169726	0.487840689284079	-0.806986433378599	0.132633136284163	-0.385121801881877	-0.668473608573043
