#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	5.55835848305476	6.09142791314129	6.11487225853504	6.47105234449247	4.72618894372556	5.90224112081852	6.944957658456	6.37551375833743	6.07894221694103	6.54134743864483	6.61723040732103	6.15125275713067	5.65198503430774	6.21549082224474	5.33729642102113	6.58362241850818	6.67475586686627	6.5224712129935	6.76322056116746	5.97275622184225	6.57451141839874	6.52342181718439	6.61008311618986	6.41336562175248	6.21334743543985	5.12064787270346	3.86020638954209	6.53230914066935	5.90622503712745	6.67551849114801	6.29009580478097	4.84874826018467	6.51517228907079	6.84615440392792
k__Bacteria;p__Firmicutes;c__Clostridia	4.36875920135726	4.603296345563	4.30675231753036	5.21319281398804	4.3184020887822	4.57042659853134	4.64185700840324	4.70899779019746	4.2814458644478	4.49932752965449	4.62131551313698	4.33102012955817	4.31025785463015	4.35937588755061	3.5733405359165	4.94169728139789	4.87982227244219	4.35401356198633	5.15845578819382	4.10217687476042	4.04443528296438	3.97246052084151	4.77653950828457	4.7570307835736	5.1562854102222	4.08861304446652	3.83782590263715	5.0177739789721	4.96383593754494	4.31485127617581	4.76612296865286	3.34855940110899	5.20701544760385	3.18080484477472
k__Bacteria;p__Actinobacteria;c__Actinobacteria	2.08222012466526	1.90086007931941	0.792455511907026	3.16626024103602	2.39051546923173	1.54443081678756	-0.179862263173782	-3.98737016808701	0.713849203254746	-2.40605228056181	-1.4008319969084	-2.58886296670176	-1.9218914925687	2.63928038817604	2.75254825966299	2.84247336827036	-2.42102947920811	1.85227060138242	-3.10234458447624	0.318517108437023	0.902615786620372	2.66381897934949	1.26691327202482	3.28886617038994	-3.74454565832288	2.94312365269089	2.10182489597192	-0.00168150958324792	0.226686152686936	2.66862663743057	2.19248843786185	2.93790212094814	1.03188875438879	2.16097956797361
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	1.04891251627319	2.73541286829232	-3.03612941771399	2.99915238403262	1.79102756324607	0.998717769216086	1.10692297405675	1.54262163397418	1.81341156324966	3.35292498454774	3.05795291957752	1.62199515374421	2.57727034891815	1.64028672284063	2.01272614722561	2.24055940691293	-2.59818306584363	-1.00503084836982	-3.10810828919299	-0.424724017441837	1.58220683000253	1.29491217405325	1.95881203984379	1.72476791758895	1.34931814657375	0.809002783879225	1.06691205058178	-4.59881952387407	2.46785046184651	2.65158790337108	-4.99021641249863	1.4787395937703	3.93530699704679	0.79366986087559
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	-2.37380193603619	-4.7636739832329	-2.21973077514927	-6.60602178338307	-3.10656065382793	-0.48928100687595	-5.59244772327076	-0.497980074389389	1.58974308410098	-5.68662167443535	-5.34324563604156	-1.44523857924644	-0.294108597319193	-1.78922288853424	0.604778560230456	-4.67557141337981	-6.14327462716585	2.16481444009422	-1.46793375111076	2.10442039986013	1.93620346297715	-3.38904315781129	-6.22193968370864	-0.748165272545743	2.59753500578586	-0.303014343422535	1.17218049013491	-5.64864164837275	-5.87378226499367	1.37006237280744	3.30494867668727	0.639893694981504	-4.49765703966417	0.215318836944204
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	1.02250887394766	1.25162197359896	1.01468385545605	1.5660367608333	0.833820476952446	-0.162065125580763	1.02944838217285	1.46503708616693	-0.224904151623001	0.98362601903266	2.18945445580963	0.52796177740998	-0.201781481656158	-0.485883505074854	-0.683474132610292	-5.36871859393976	0.0290222731846181	-0.241461203513331	1.1969717551074	0.364424953711464	-0.809615503421868	0.976951899226397	1.34114108359387	1.14405722571759	1.78075971200468	0.643154244871407	0.769075575293466	-0.59103189646155	1.80272228804196	0.472038485494957	-6.37651077361852	0.00577239225529948	0.856081120825275	1.26279605543901
k__Bacteria;p__Firmicutes;NA	-0.121411195965937	0.441301852684085	0.251496825009233	0.350999736901988	0.229648667466791	0.294463069036222	0.0879044995770573	0.333327917994098	0.224601097986312	0.543322764269578	0.165101094103729	0.304879408756623	0.409530921935204	0.500521112684739	0.0983403137913223	0.194843499941126	0.841970653557184	0.845849365396338	0.915797269692157	0.131275760279933	0.268593075984459	-0.290135853624596	0.280619681698468	0.177646977078024	0.500371762378593	0.534319281172315	-0.232445589199323	1.08671411572533	1.05266391243196	0.107432974823671	0.690809075034957	-0.842129789044691	0.346414245740503	-1.66649840959504
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	-1.82338069618561	-0.76457424347384	0.804802040593655	0.498019592743397	-0.511809175934771	1.59720780274097	-1.07065914622172	-0.898263823755556	0.307145146967601	0.700946113112834	0.789656467449546	1.56365494329136	-3.26676974997187	-1.25853049173292	-0.907222542977185	-1.87763698175927	1.63424864696341	-1.81442943616604	-0.60932913757429	-1.20862556127025	0.666419772673698	0.529157907143787	-2.89248620690532	-2.92341587156582	0.037115529242021	0.055126587077412	0.51118928713688	0.681842907435241	-2.93285822793468	-3.65364408666436	-0.304783762765354	-0.396719600943066	-0.103389455577795	2.24123652310378
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	-0.281473729536285	-0.572534900723167	0.838636659358399	0.231445142480892	-1.02221542456356	-0.417584259038208	0.148867130522957	0.0742948883160067	-0.859912755898499	0.25438654850193	-0.739218960755543	-0.65286763216111	-0.0740217776847055	-0.294519228907161	0.791887070191467	0.449561100707858	1.31185859657689	0.424314780250482	-0.348976762217067	-0.889929435289297	-0.904625277676444	0.229710993112419	1.09025453602635	-0.289934365961117	-0.386552220998721	0.735372923834058	0.242427994827455	-0.0656825407858153	0.921550584574178	0.250837324784937	0.606749460465793	-0.968069012629084	0.906079664341069	-0.315687722502009
k__Bacteria;p__Firmicutes;c__Bacilli	-0.208975222859269	0.711311735917329	1.4486178876547	-0.908508921740462	-1.40590673312216	-1.16019943686823	0.851013909231229	-1.69333213567142	-1.6623706366232	-1.39305374461669	-0.934090333979421	-0.0925119255829771	-0.357331407484114	-0.651753456976803	-0.00154252803031594	-0.17140616300989	-0.809865940806544	0.0824839158024822	-0.00843268868997415	0.312563845609788	-1.8146033770879	-0.751328110276758	-0.42658360529108	-1.20443458706148	-1.2500401634769	-2.15990497656892	-0.238578050869066	1.69427622759686	-0.731728920920299	-0.0155011340505369	0.563019989033754	-0.0402576516125027	-0.454605771829619	0.44778741021888
k__Bacteria;p__Firmicutes;c__Negativicutes	-0.90164297871966	-3.49149292888043	-4.75526624740451	-4.10049584639233	1.01739725261942	-4.05232141398852	0.490972099943664	0.534418408962035	-2.26891039899521	-0.263074322247546	-3.13969192365369	-1.00800643378997	0.269219194878525	-4.64003844723858	-0.870914924617427	0.58257478847895	-0.372056047710949	-4.68840738428653	-0.577075816009617	-1.20729311603647	-4.36596556900313	-4.40652990166703	1.18943067001563	-4.31170823534838	-4.57652928373704	-4.39019041616602	-2.81414174952742	0.384787097834262	-2.5391996324135	-5.31187216326789	-0.363844018859933	1.56509166446726	-5.62612229148196	-3.60954732636932
k__Bacteria;NA;NA	-1.36118862234768	-1.50633187753691	0.370163186336263	-0.947847042204999	-1.42349642614915	-0.928845863073089	-1.34169938225849	-0.672024294736218	-0.799842020890286	-1.37095339761603	-0.923716796972093	-1.07318946805812	-0.633052467599521	-0.594012462287287	-2.08193573860123	-0.605934344811184	-0.10387061776875	-0.180231722644214	-0.580762456129836	-1.19275221211396	-0.873720134393594	0.241973409027436	-1.19603691748159	-1.36097332772513	-0.758816957780138	-1.46180171467721	-2.11378299925192	0.830526105080366	0.303885185616238	-1.06377382537139	-0.715536391454202	-0.158549153238045	-1.0264215812984	-1.12686537160343
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	-2.09065660143021	-1.36378464623076	-0.785247819427732	-2.58738904289666	-1.97117951737273	-1.77113481560437	-1.71905613098305	-1.47162022382865	-1.19885001225554	-0.473664156838473	-0.0736217319638285	-1.18070981176937	-1.04214619844754	-1.23758399438637	-1.92700811832622	-2.61414837720265	-0.935741981489923	-1.25836184828671	-0.898754613272947	-1.89579067015264	-1.62004509384551	-2.18930465762414	-1.7498614264839	-1.38854665462923	-0.317903161965465	-1.47674426120965	-2.13864029606067	-0.247574313539631	-1.05350069938863	-2.04420617423026	-0.564087455182921	-3.23926971774793	-1.75681701573897	-4.05583442899774
k__Bacteria;p__Bacteroidetes;NA	-3.32806068412203	-1.83483594450894	-2.97565759595897	-1.04245968950219	-3.51765957965435	-2.30586719730339	-2.08168813909708	-2.60107580696711	-2.61192249245682	-1.8278076727929	-1.61171728578027	-2.55358115255712	-2.44807250441788	-2.51450579835848	-3.19479484358205	-1.92327651047984	-1.81254128687952	-1.98852049382348	-1.91401067403476	-2.89242788899321	-1.48145893055937	-1.67961121626044	-2.58233127860148	-2.67232324654633	-2.93155994292446	-3.10088832103344	-2.9385813907014	-2.20319956491284	-2.07455475371087	-2.02637665105829	-2.68763131950458	-3.51047695299621	-2.25413528791961	-1.6253326346325
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	-1.59016753209526	-3.43800424392945	-2.17044868672625	-4.30343669038902	-2.34817295139958	-3.62018805879819	-3.31653087735887	-3.21254495651279	-5.38242570820558	-3.45465414865526	-3.27457619134363	-3.90579620002415	-2.97908767752009	-1.88890466000006	-5.50402447929476	-0.598639479634886	-0.175115262717283	-5.06977494081563	-1.41871660145235	-3.59459226320334	-4.10495174363351	-3.72645480267444	-3.44455478920536	-2.60623313471734	-3.66878561244135	-2.03681635761751	-3.08547251051586	-2.87159857578359	-2.43979506050852	-4.39558143139374	-2.4116242786333	-5.66923524950463	-3.07881007550653	-4.74898160955768
