#taxonomy	sample1	sample2	sample4	sample5	sample6	sample9	sample11	sample12	sample14
k__Bacteria;NA;NA;NA;NA;NA;NA	4.03478293067995	2.94021188288319	3.36429363105152	3.52282280036854	3.61838226668604	3.18662628271064	3.4977745993936	3.15758578862514	2.90058533322957
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	4.2670277962405	3.18799273858278	3.66468235477241	3.29665860571041	3.14860307914251	3.14986644671728	4.643196012953	4.04790865630869	4.90867707094106
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	5.05569104501398	4.43695582916838	4.75250431342217	4.26979024070586	4.20878428895414	4.34274448124604	6.43760496618374	5.81290614180362	6.66377753105804
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	4.36511389927908	4.00578236435001	3.87869342252335	3.88210827492398	5.08004642978007	3.81002408406212	4.95516592162856	4.64027590953656	5.32596648006403
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	4.25104572090193	3.23298302484244	4.26460052173186	3.46203060419059	3.08082772727025	3.24413219257793	4.56508497857389	3.98249777697313	4.89330776739431
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	2.863599949177	1.82098030701234	2.70385376846736	1.98639114273485	1.6662801473828	1.7680552811512	3.18344720328396	2.55506401139538	3.48275903779302
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	4.30043847623151	3.49885538099967	4.20683044966744	3.48107879916128	3.46329587049968	3.45621984983471	4.97559374431866	4.33462415000199	5.22835960857264
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	1.3338501973466	0.316902910236069	1.32741170379048	0.584397872071853	0.193333669201701	0.430267033637836	1.80984776164531	1.23032754327493	2.04863213766666
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	3.44984933476023	2.45696907373234	2.95626770208168	2.8587397527525	2.98195694128874	2.5106550969217	2.9183498228186	2.49930517790986	2.20206468460848
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	1.0100631202527	0.657829497206663	0.614461895934352	0.669297315858339	-0.229523181618332	0.683263548101727	1.34167731348124	0.551995448500123	2.24632902331971
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	0.917689800121688	0.80241072601777	0.950934132555565	0.325823883778142	-0.340748816728557	0.659452899408009	1.10748392598044	0.618370517444995	2.13982237573126
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	1.2678922295548	0.840151054000617	0.892093632532632	0.633790627401429	0.0449136640834282	0.603710916399774	1.24563426446126	0.671954763579102	2.26471564957015
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	0.702578420504743	0.406515068925757	0.573639901414097	0.434457724780938	-0.433122136859572	0.460119996787518	0.908355250870108	0.571413534357224	2.05863222100124
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-2.64791751692131	-2.74784924214905	-2.25247247049778	-1.70560843871533	-1.22805201172946	-1.887585531487	-0.39659347079583	-0.981934911425833	-0.0257968621896304
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-2.25413557895827	-2.90843728598926	-2.27458032555589	-3.33689190513005	-2.25767142891062	-4.10333578027197	-1.49520575946394	-2.97436507611604	-0.993380888451336
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-2.32864184642891	-2.61783606091396	-2.24677801114817	-2.17561206796107	-3.32838615516355	-2.66077541972048	-1.2232720439803	-2.12706721572884	-1.29876253800252
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-1.82315022380351	-0.663926342775657	-0.524972387254013	-0.951836636338953	-1.30215998388318	-2.05463961615016	-1.4345811376475	-0.937483148854999	0.26687275177319
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.374074353532707	-0.440782791461447	-2.30478626084684	0.185241933156953	0.450378772191593	-0.0830870364815129	0.163022317139593	-0.244335968295053	-0.536622485955621
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	5.76086036806835	4.84411155475445	4.99248050921069	5.14980035989459	5.22725885437904	4.98589677406579	5.14654739605831	4.77854290690691	4.50980886041255
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	4.2383066951245	3.19328842615749	3.80740433877605	3.64030790663198	3.71817173729441	3.30537131940321	3.72142692711156	3.21935981138973	2.9619032396671
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	5.19569910268421	5.08520121512838	4.44484091232199	4.69361026130428	4.92300755154776	5.09855427641612	5.01272472489371	4.98967473429243	4.40430539571581
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-2.19440644773534	-2.93589782483361	-2.42514536226064	-3.53648487054233	-3.50655270876796	-4.11767297917666	-3.83313952941012	-3.93654900969455	-3.74864836422083
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	2.75670215420029	2.64722475820171	2.15776000586391	2.26468347483679	2.08092564783593	2.55958040535785	2.78406114125217	2.55108786301574	1.89406260966574
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	-1.82315022380351	-1.76253863144377	-2.39106565031386	-3.09190279983522	-2.48081498022483	-2.25531031161232	-2.47603501247567	-2.46353945235005	-3.46711160102505
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.0486519530980788	0.377527532052504	0.727790581241355	0.185241933156953	-0.105909225651155	-1.01854768446339	-1.00969794368224	-1.58807071499615	-1.22976966651557
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	1.84041142232613	1.71870145789193	1.10915813777046	1.0977519421912	0.833371024447698	0.422662434252617	1.07453977026109	1.11997948610606	0.798378580776719
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	-1.41768511569535	-2.45568581200371	-2.4934674107227	-3.3310818480357	-3.55986806237079	-4.5485346563577	-3.84784344800123	-3.91590586851877	-3.24467268705783
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	0.980210157103022	-0.258461234667492	0.03464340068141	0.505409460753222	0.654679235704322	0.172437924335737	0.536226563029536	-0.0125343542377291	-0.24894041350384
