#taxonomy	MCT.f.0004	MCT.f.0005	MCT.f.0006	MCT.f.0007	MCT.f.0008	MCT.f.0009	MCT.f.0010	MCT.f.0011	MCT.f.0012	MCT.f.0013	MCT.f.0014	MCT.f.0016	MCT.f.0017
k__Bacteria;NA;NA;NA;NA;NA;NA	0.741323647613033	0.392266422058943	0.976798715232891	1.06272033539044	1.08308662211131	0.998055833785908	0.703715889011116	0.919840896007212	0.713854833643653	1.02051836588307	1.34846784026576	1.58665612964474	0.939025975321875
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.25542259672399	0.347145986778473	0.56167169621299	1.21568968017186	0.894149826198631	1.18925647222099	2.32390659322148	1.11498671553739	0.860037343821734	1.20327385629199	2.08461038408577	2.53599891064469	2.21065742812163
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	3.95329041390701	2.94125192853147	2.97532911670524	3.76247173367795	3.32683121508242	3.76309101612478	5.03669894903146	3.68821198230279	3.32474128629221	3.78263578825555	4.63433732893659	5.17849626758292	4.96378225073726
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.65723228901206	-3.37148763650036	-3.76188978984463	-3.03992302964636	-3.14009081195376	-2.91062827037672	-2.21405484307316	-3.67527895412738	-3.27512921292062	-3.1383647174766	-1.93077113432953	-2.53238104516773	-1.36355911767217
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-0.994644461986607	-1.11919108201495	-1.12861831285021	-0.992230186281103	-1.43534271971534	-0.873746343115683	-0.134613301393327	-0.82264752421406	-1.26022619237836	-0.922791001472188	0.0766969077252128	0.725715492853752	0.795925131681201
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	-1.22948405306401	-2.21780337068306	-1.50810793455511	-1.20734156589805	-1.34833134272571	-0.732095826052656	0.0195373784339314	-1.40659541280901	-1.77105181614435	-1.0799765849946	-0.439116257551817	0.118510742094531	0.428200351555884
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2.15888631503839	2.37123743337514	1.28823487369278	2.16408365743044	1.80155161065554	2.39184710631998	3.12668323935883	2.06985870621074	1.9233678183452	1.70319424657572	2.8677704446391	2.64799702351562	2.27402704205421
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	0.28110802473346	0.421253958932195	-0.201856281108755	0.218173508375124	0.24429945139201	0.575726919625739	1.56253019145988	0.524426123752549	0.236416225910399	0.284811570904327	0.813646710943551	1.44105058838906	1.56318028439487
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-4.45772204357839	-3.57101779233802	-3.74291576595509	-4.40491828993932	-4.34334580572025	-4.319800724943	-3.68023743806019	-4.47241343683436	-3.9055697174397	-4.52890030306619	-3.90661493145779	-4.69810044440404	-2.0272888602416
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-0.00225438657380456	-0.0205787933468441	0.448731285032394	0.772279640499577	-0.156937320606633	0.224865945552427	0.869383010899934	-0.307983124140904	-0.471768832014087	0.157472148527725	1.47042624733262	0.516101793771789	0.176885923274978
