#taxonomy	MCT.f.0038	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
k__Bacteria;NA;NA;NA;NA;NA;NA	0.473078330028218	0.957797466098848	0.216600865965748	0.36415049089055	0.474396806895525	0.463377127585703	0.663055450175471	0.476705336089116	0.752566229371078
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA	1.28860022371172	1.73262267767306	1.51465459364128	1.09601218363119	2.87580496386847	1.97081587206468	1.18301951873883	1.89690124888469	1.40844201513379
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	-1.66108811134086	-2.19920295505126	-1.31487550499864	-1.48167619960778	0.0944107840883455	-1.42369252144668	-2.01273388870852	-1.0988310246693	-0.881564295653394
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	-3.27052602377496	-2.86112129234188	-3.73720643521246	-2.86797056072767	-2.62311816096841	-2.76165005152676	-4.364109145872	-3.13144485078626	-2.8898792752931
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-0.72499475217053	0.198692317747106	-0.326264111544859	-1.40163349193424	1.10772549224456	0.299074076294426	-0.591348207777357	0.0798239716723429	-0.56311056453486
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	0.07937806349964	0.718567777033014	0.547264760991214	-0.137941452906686	1.84114657194245	0.898695198843548	0.107529647491573	1.01138217567729	0.53550172413325
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2.62868616362793	3.19895974646649	2.55892628760931	1.9222951089371	3.27795267211507	2.77200453503571	2.44216696416029	2.92354003792771	1.88318124912536
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	2.53310178585095	3.18299589547747	2.86621998363212	2.22373255645737	4.27804400254409	3.27678784434574	2.41978214588776	3.31093236497618	2.55242290883175
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	-4.13257115525079	-2.89178527893098	-3.81893459331053	-4.20290225326781	-4.13845319827878	-2.58817646953451	-4.77890922461009	-3.53308740728794	-2.65785389622186
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	-4.41480857630588	-2.57500306612106	-3.80374704966211	-3.65056060302084	-4.26709686918753	-2.76622458703158	-4.71513186838852	-3.32606839763734	-2.69854146026495
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	-4.55345537401375	-2.58194958727112	-3.74855889552353	-3.66242708382538	-4.28488726479615	-2.77763019260114	-4.364109145872	-3.30383947638575	-2.70605379868658
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	-4.35321180672018	-2.61934272838484	-3.80000907219851	-3.70035178505411	-4.27517845201413	-2.73542140284766	-4.81446904180627	-3.27495285598433	-2.67522153459859
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	-4.67071134125667	-2.50624651210925	-3.62923613659504	-3.58864301179086	-4.27784319094566	-2.60099775306497	-4.68210559012006	-3.39292037243183	-2.83325300604891
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	-1.47876655454691	0.198692317747106	0.49750325143215	-0.0953818384878901	1.76247353986997	0.522217627608636	0.27061984235764	0.459313593377247	0.0835166003901927
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;NA	-1.39872384687337	-0.49445486281284	-0.755259717063218	-0.922060411672358	0.393816320236186	0.102363782048372	-1.16543602832131	-0.875687473355093	-1.01509568827792
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	-0.408325142845496	0.474945694375264	0.306984927434017	0.36415049089055	1.53129064199634	0.773532055889542	-0.295082391634185	0.386554239094818	-0.658420744339185
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	-1.39872384687337	-0.184299934509	-0.755259717063218	-0.532595644910635	0.243156045348696	0.299074076294426	-0.72652298614561	-0.492695221098988	-1.86239354866512
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	0.484843171607804	-0.812908593931374	0.53750858604585	0.223071892630645	-0.103120191369138	-1.08722028482546	0.27061984235764	-0.287900808452974	-0.321948507717972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA	4.69040823914345	4.20271424167592	4.99697272784861	4.84327995598328	4.39041183359321	4.4152034270167	4.63840722889781	4.48841763373095	4.47266070283294
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA	0.71845802278931	0.0520888435552302	1.25964330347905	0.923766278825973	0.167170138370774	-0.088691454714337	0.358844075772479	-0.0573771498411421	-0.0706340794370656
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA	7.25120330391738	6.37333033139814	7.52560517065065	7.22711483495688	6.95624065947774	6.74858488672544	7.29071510722624	7.04223739041544	7.06584912915318
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	-1.56577793153654	-2.5498097743727	-1.09173195368443	-1.66399775640174	-1.73581496596751	-1.24137096465272	-1.34368425972763	-1.63782752540199	-1.86239354866512
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	4.62602667786808	4.82766780482103	5.08247073010272	4.97901042141112	4.58209270229249	4.23159974404909	4.65003384377458	3.40559759151726	3.90384194063763
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	1.72160579875673	0.845319482672158	2.13907244204904	1.99699649422267	1.59428649401092	1.47772907263607	2.12964469397969	1.83236272774712	2.15698797508352
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.360459451920069	-0.00197837771504556	0.566496122919102	0.812540643715748	0.298506140431861	0.577787478763447	0.598735484387912	-0.287900808452974	0.970819795391096
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	-0.300111558205264	-0.49445486281284	0.161031014810937	0.0764684184387691	-0.677208011913095	-0.835905856544558	-0.2614657808352	-0.53921523673388	-1.35156792489913
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	0.0967698062115093	-1.28291222317711	0.49750325143215	0.0407503358366899	-0.349520604847615	-1.64683607276089	-0.0944116961720335	-0.588005400903313	-0.881564295653394
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	0.179461522056623	-1.28291222317711	0.343352571604892	0.0764684184387691	-0.174579155351283	-0.468181076419241	0.118893406141888	-0.0573771498411421	-0.321948507717972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	2.26582350658103	1.70276971452338	2.46361610780498	2.09020116383284	1.87510294667672	1.20097607071648	2.12888797809038	1.73438231938691	1.7485243639791
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	-0.226003586051542	-0.946439986555897	0.216600865965748	0.0407503358366899	-0.508585299477302	-0.199917089824561	-0.0268184050395054	0.0538484852690824	-0.321948507717972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	-1.47876655454691	-2.60161460504575	-1.31487550499864	-1.56868757659741	-2.62311816096841	-2.59510188506911	-1.25059383666162	-1.63782752540199	-2.56468346516829
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	-2.25892511209648	-2.43248324518167	-2.00802268555859	-1.88714130771595	-2.95959039758962	-2.83576436871464	-2.86003174909572	-3.33017671255326	-2.68695077264576
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	0.130671357887191	-0.49445486281284	0.216600865965748	0.192300233963891	-0.21231948333413	0.0113920038426455	0.406575478593669	0.0538484852690824	0.217047993014715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	-2.0177630552796	-2.19920295505126	-2.00802268555859	-1.56868757659741	-2.26644321702968	-1.93451814521267	-1.83838050156374	-1.63782752540199	-1.57471147621334
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	3.15838667729423	5.41584892759524	3.54008016325008	3.87412360235362	3.10651769251413	3.03065477480683	3.7044504420347	3.27692599699098	3.52362939830202
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	-3.04738247246075	-2.61177242156073	-2.98885193857031	-3.7059567304824	-4.24529851928321	-2.74943815677352	-3.67096196531205	-2.89059049389736	-2.64501511351781
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	-1.52132616896571	-2.58499597646691	-2.29570475801037	-1.88714130771595	-1.31093177200224	-2.64703979502227	-1.96621387307362	-1.9742997620232	-2.26785865677329
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	1.64762841752713	1.13300155512394	2.05886503043048	1.66103826429486	1.2300643444368	0.878892571547369	1.86044928340336	1.25254423249417	1.58228894493677
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	-3.27052602377496	-2.83844211351237	-2.47802631480432	-3.27343566883584	-3.47041602135561	-2.70184026175208	-2.86003174909572	-2.89059049389736	-2.6201628812269
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	-2.57737884321502	-2.19920295505126	-3.79224472084804	-2.86797056072767	-2.3718037326875	-2.78458614838405	-1.92176211050279	-3.25503143270671	-2.66916040403136
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	0.195209879024762	-0.119761413371429	0.648734221156074	0.618384629274791	0.30616901317743	0.400856770604369	0.723487189360389	0.575145408902368	0.676580322393155
